original,lemma,article,plural,case_usage,pos,source,context
gefahren,gefahren,,,akkusativ,UNKNOWN,trans.pdf,in den Chemotherapie-Raum gefahren werden einfach weil
gefallen,gefallen,,,dativ,UNKNOWN,trans.pdf,dem Chef zu gefallen Die Feedbackerei ist
Gefangenen,gefangenen,die,Gefangenene,dativ,NOUN,trans.pdf,nach dem die Gefangenen auf die Entlassung
gefassten,gefassten,,,,UNKNOWN,trans.pdf,eines recht breit gefassten Bereichs statt da
gefeit,gefeit,,,"akkusativ, dativ",UNKNOWN,trans.pdf,das Traditionswirtshaus er gefeit sein gegen AKK
gefestigt,gefestigt,,,,UNKNOWN,trans.pdf,das Engramm e gefestigt werden das Replay
gefordert,gefordert,,,,UNKNOWN,trans.pdf,Bürgerinnen und Bürgern gefordert werden Wir müssen
geforscht,geforscht,,,akkusativ,UNKNOWN,trans.pdf,für die NASA geforscht wird Das Challenger-Unglück
gefragt,gefragt,,,dativ,UNKNOWN,trans.pdf,sich an eignen gefragt sein erlernen zu
gefährden,gefährden,,,,UNKNOWN,trans.pdf,sixarP Werkstatt missachten gefährden erkenntnisbezogen anerkannt gefördert
gefährdet,gefährdet,,,,UNKNOWN,trans.pdf,der Wissenschaftsverband e gefährdet die Tierart en
gefährdete,gefährdete,,,,UNKNOWN,trans.pdf,grundlegend unterstützen Einige gefährdete Tiere und Pflanzen
gefährlich,gefährlich,,,akkusativ,UNKNOWN,trans.pdf,um er so gefährlich ist Frau Feinstaub
gefährlicher,gefährlicher,,,dativ,UNKNOWN,trans.pdf,gewinnen und damit gefährlicher werden Besonders bemerkenswert
Gefälle,gefälle,das,Gefällen,,NOUN,trans.pdf,nen sechsmal das Gefälle aufgebaut gitterartig das
gefälligst,gefälligst,,,dativ,UNKNOWN,trans.pdf,außergewöhnlich ein bläuen gefälligst sonderlich der Mittelwert
gefällt,gefällt,,,genitiv,UNKNOWN,trans.pdf,vorkommt oder nicht gefällt trotzdem richtig sein
Gefängnissen,gefängnissen,den,Gefängnissene,,NOUN,trans.pdf,verhält In den Gefängnissen Halden und Bastoy
Gefängnisstrafe,gefängnisstrafe,der,Gefängnisstrafen,"akkusativ, dativ",NOUN,trans.pdf,es bei der Gefängnisstrafe darum geht die
gefördert,gefördert,,,,UNKNOWN,trans.pdf,gefährden erkenntnisbezogen anerkannt gefördert die Wissenschaftsphilosophie systematisiert
Gefühl,gefühl,ein,Gefühle,dativ,NOUN,trans.pdf,voneinander abgrenzen Ein Gefühl beschreibt subjektives Erleben
Gefühle,gefühle,der,Gefühlen,,NOUN,trans.pdf,der Schmelztiegel der Gefühle die Therapiestätte n
geführt,geführt,,,dativ,UNKNOWN,trans.pdf,keimen Hoffnung geschickt geführt nach wie vor
gefüllt,gefüllt,,,"akkusativ, dativ",UNKNOWN,trans.pdf,auspowern der Einkaufsbummel gefüllt das Elektronikgerät e
gegeben,gegeben,,,,UNKNOWN,trans.pdf,die Bevölkerungsgruppe n gegeben sein die Einsicht
gegen,gegen,,,akkusativ,UNKNOWN,trans.pdf,en der Vorbehalt gegen AKK die Herstellung
Gegenargument,gegenargument,das,Gegenargumente,akkusativ,NOUN,trans.pdf,Radiosender vermindert das Gegenargument e vor bringen
Gegend,gegend,eine,Gegende,"akkusativ, dativ",NOUN,trans.pdf,Die Marsch eine Gegend mit Salz wiesen
Gegengewicht,gegengewicht,das,Gegengewichte,akkusativ,NOUN,trans.pdf,die Zivilgesellschaft das Gegengewicht e auf bauen
Gegensteuern,gegensteuern,ein,Gegensteuerne,akkusativ,NOUN,trans.pdf,beschleunigen und ein Gegensteuern noch schwerer sein
Gegenteil,gegenteil,das,Gegenteile,akkusativ,NOUN,trans.pdf,wird Doch das Gegenteil ist der Fall
gegenwärtig,gegenwärtig,,,akkusativ,UNKNOWN,trans.pdf,fordernd um deuten gegenwärtig stressbedingt depressiv in
gegenüber,gegenüber,,,"akkusativ, dativ",UNKNOWN,trans.pdf,Struktur en staatlicherseits gegenüber stellen DAT spürbar
gegenüberstehen,gegenüberstehen,,,"akkusativ, dativ",UNKNOWN,trans.pdf,Personalmangel überfüllte Haftanstalten gegenüberstehen Dass Gefängnisse in
gegraben,gegraben,,,,UNKNOWN,trans.pdf,die Grabräuberin nen gegraben äußerst prekär voran
gegriffe,gegriffe,,,dativ,UNKNOWN,trans.pdf,aus der Unternehmensrealität gegriffe nen Übungen trainiert
gehalten,gehalten,,,akkusativ,UNKNOWN,trans.pdf,bisher für wahr gehalten wird Diese Serie
gehe,gehe,,,dativ,UNKNOWN,trans.pdf,Frau Bingel Davon gehe ich fest aus
gehen,gehen,,,dativ,UNKNOWN,trans.pdf,Todesfall e zurück gehen das Passivrauchen die
Gehirn,gehirn,das,Gehirne,dativ,NOUN,trans.pdf,Teil S das Gehirn e unbekannt aus
Gehirnaktivität,gehirnaktivität,die,Gehirnaktivitäte,,NOUN,trans.pdf,DaF Werkstatt die Gehirnaktivität en überwachen der
Gehirnforscher,gehirnforscher,der,Gehirnforschern,,NOUN,trans.pdf,verteilt sein der Gehirnforscher die Gehirnforscherin nen
Gehirnforscherin,gehirnforscherin,die,Gehirnforscherine,,NOUN,trans.pdf,der Gehirnforscher die Gehirnforscherin nen ununterbrochen die
Gehirnfunktion,gehirnfunktion,die,Gehirnfunktione,,NOUN,trans.pdf,die Stadtgestaltung die Gehirnfunktion en die Spielgewohnheiten
Gehirnreaktion,gehirnreaktion,die,Gehirnreaktione,,NOUN,trans.pdf,desto vertraut die Gehirnreaktion en hin deuten
Gehirnregion,gehirnregion,die,Gehirnregione,,NOUN,trans.pdf,neuronale Netzwerk die Gehirnregion en verteilt sein
Gehirns,gehirns,des,Gehirnse,,NOUN,trans.pdf,kurzfristigen Kapazitätsüberlastung des Gehirns Das kennt jeder
Gehirnwelle,gehirnwelle,die,Gehirnwellen,dativ,NOUN,trans.pdf,lösen ausgelöst die Gehirnwelle n ermöglichen dennoch
gehoben,gehoben,,,,UNKNOWN,trans.pdf,beklagen wie folgt gehoben das Management bildungsbürgerlich
geht,geht,,,,UNKNOWN,trans.pdf,ihrer Hütte sondern geht auch auf eine
gehören,gehören,,,,UNKNOWN,trans.pdf,die Aufstiegsmöglichkeiten an gehören DAT in der
Gehörschutz,gehörschutz,der,Gehörschutze,akkusativ,NOUN,trans.pdf,volljährig nüchtern der Gehörschutz der Splitterschutz umfangreich
gehört,gehört,,,dativ,UNKNOWN,trans.pdf,den älteren Podcasts gehört nach wie vor
gehörte,gehörte,,,dativ,UNKNOWN,trans.pdf,ich zufrieden Ich gehörte zu einer sehr
Geist,geist,der,Geiste,dativ,NOUN,trans.pdf,an AKK der Geist er überaus schöpferisch
Geistesblitz,geistesblitz,der,Geistesblitze,,NOUN,trans.pdf,jene ungeahnt der Geistesblitz e hervor bringen
geistig,geistig,,,,UNKNOWN,trans.pdf,ganzen Tag spielerisch geistig gefordert werden Der
geistige,geistige,,,,UNKNOWN,trans.pdf,Überlegungen über eigene geistige Prozesse dass zwei
geistigen,geistigen,,,dativ,UNKNOWN,trans.pdf,gut entwickelt und geistigen Herausforderungen gewachsen bleibt
gekauft,gekauft,,,dativ,UNKNOWN,trans.pdf,das Produkt selbst gekauft und es zu
gekennzeichnet,gekennzeichnet,,,,UNKNOWN,trans.pdf,heutigen Mütter ist gekennzeichnet vom Anspruch allen
geklickt,geklickt,,,,UNKNOWN,trans.pdf,auf diesen Link geklickt hat Das Wichtigste
geklärt,geklärt,,,,UNKNOWN,trans.pdf,noch nicht vollständig geklärt aber gemeinsame Mahlzeiten
geknüpft,geknüpft,,,,UNKNOWN,trans.pdf,aber daran Bedingungen geknüpft sind muss er
gekommen,gekommen,,,dativ,UNKNOWN,trans.pdf,weg wie sie gekommen sind Der Arbeitgebermarkt
gekonnt,gekonnt,,,dativ,UNKNOWN,trans.pdf,S das Schenken gekonnt zu Gehör bringen
gekrönt,gekrönt,,,dativ,UNKNOWN,trans.pdf,prachtvoll geschmückten Kuppel gekrönt zählt zu den
gelangen,gelangen,,,"akkusativ, dativ",UNKNOWN,trans.pdf,Aussage n schlummernd gelangen die Facette n
gelangt,gelangt,,,dativ,UNKNOWN,trans.pdf,Zur wissenschaftlichen Wahrheit gelangt man wie wir
Geldes,geldes,des,Geldese,akkusativ,NOUN,trans.pdf,eine Frage des Geldes Vielen Dank für
gelebt,gelebt,,,,UNKNOWN,trans.pdf,Lernort e angestrebt gelebt staatlich annerkannt der
gelegene,gelegene,,,akkusativ,UNKNOWN,trans.pdf,ebenfalls im Zentrum gelegene Design-Panoptikum das surreale
gelegentlich,gelegentlich,,,,UNKNOWN,trans.pdf,Fazit die Grübelei gelegentlich die Beobachterperspektive n
gelegt,gelegt,,,,UNKNOWN,trans.pdf,in die Wiege gelegt visuell das Einprägen
geleistet,geleistet,,,dativ,UNKNOWN,trans.pdf,wird geistige Arbeit geleistet hier wird Material
Gelernte,gelernte,das,Gelernten,,NOUN,trans.pdf,das Replay das Gelernte reprozessieren das Überspielen
gelesen,gelesen,,,,UNKNOWN,trans.pdf,hoch politische Buch gelesen haben Letzter Titel
gelingen,gelingen,,,,UNKNOWN,trans.pdf,müssten wenn es gelingen soll die Klimakrise
gelingt,gelingt,,,dativ,UNKNOWN,trans.pdf,Handfestes abzuleiten Vielleicht gelingt das eines Tages
gelobt,gelobt,,,"akkusativ, dativ",UNKNOWN,trans.pdf,Mitarbeitergespräch die wollen gelobt werden Kaum je
gelten,gelten,,,dativ,UNKNOWN,trans.pdf,als negativ zu gelten Und so sagten
geltend,geltend,,,dativ,UNKNOWN,trans.pdf,verbreiten verwerfen nachahmungswürdig geltend die Nichtnutzung gesellschaftlich
gelungen,gelungen,,,dativ,UNKNOWN,trans.pdf,Beispiel sei es gelungen ein karges trockenes
gelungene,gelungene,eine,gelungenen,dativ,NOUN,trans.pdf,Urlaubsreise kann eine gelungene Auszeit nicht nur
gemacht,gemacht,,,dativ,UNKNOWN,trans.pdf,Besuchern Illusionen zugänglich gemacht die das menschliche
gemachtes,gemachtes,,,dativ,UNKNOWN,trans.pdf,kleines mit Liebe gemachtes und mit Sicherheit
gemein,gemein,,,,UNKNOWN,trans.pdf,die Zeiteinheit en gemein portionieren übersichtlich einen
gemeinsam,gemeinsam,,,,UNKNOWN,trans.pdf,Tier was ihnen gemeinsam ist und was
gemeinsame,gemeinsame,das,gemeinsamen,,NOUN,trans.pdf,der Wald das gemeinsame Verbindungsele ment ist
gemeinsamen,gemeinsamen,,,dativ,UNKNOWN,trans.pdf,Profitiert man von gemeinsamen Mahlzeiten wenn man
gemeinsamer,gemeinsamer,,,dativ,UNKNOWN,trans.pdf,moderieren und Ergebnisse gemeinsamer Arbeit dann auf
Gemeinschaft,gemeinschaft,die,Gemeinschafte,"akkusativ, dativ",NOUN,trans.pdf,Haus für die Gemeinschaft leisten welchen Mehr
gemeinschaftlich,gemeinschaftlich,das,gemeinschaftliche,,NOUN,trans.pdf,die Leichtigkeit das gemeinschaftlich e Singen der
Gemeinwesen,gemeinwesen,ein,Gemeinwesene,dativ,NOUN,trans.pdf,Kunstwerke bilden ein Gemeinwesen Damit fühlten sich
gemerkt,gemerkt,,,dativ,UNKNOWN,trans.pdf,Arbeitswelt Man hatte gemerkt dass die Menschen
gemessen,gemessen,,,,UNKNOWN,trans.pdf,die Wohnimmobilie n gemessen an DAT attraktiv
gemindert,gemindert,,,dativ,UNKNOWN,trans.pdf,sin kenden Cholesterinspiegel gemindert Nicht zuletzt wird
gemischten,gemischten,,,dativ,UNKNOWN,trans.pdf,Herr Wegner Mit gemischten Gefühlen muss ich
gen,gen,,,,UNKNOWN,trans.pdf,also den jun gen Leuten die auf
genannt,genannt,,,,UNKNOWN,trans.pdf,das Scheinmedikament e genannt jedem ein Begriff
genau,genau,,,,UNKNOWN,trans.pdf,Vergangene das Künftige genau jene ungeahnt der
genauen,genauen,die,genauene,,NOUN,trans.pdf,und Sättigung Die genauen Wirk mechanismen sind
genauer,genauer,,,,UNKNOWN,trans.pdf,Frau Witte Je genauer die Grenze zwischen
genaueren,genaueren,einen,genauerene,,NOUN,trans.pdf,Wirft man einen genaueren Blick auf die
Genauigkeit,genauigkeit,die,Genauigkeite,,NOUN,trans.pdf,die Klarheit die Genauigkeit die Überprüfbarkeit der
genauso,genauso,,,"akkusativ, dativ",UNKNOWN,trans.pdf,Überfürsorge auf und genauso wollen sie dann
genblick,genblick,,,,UNKNOWN,trans.pdf,aber im Au genblick sind solche Versprechen
Gene,gene,der,Genen,,NOUN,trans.pdf,fast Prozent der Gene und einige Verhaltensweisen
genehmigten,genehmigten,,,,UNKNOWN,trans.pdf,an österreichischen Universitäten genehmigten Dissertationen Sie ist
Genen,genen,den,Genene,,NOUN,trans.pdf,Darmbakterien oder den Genen entscheiden etliche weitere
generell,generell,,,,UNKNOWN,trans.pdf,Werkstatt das Erwachsenenalter generell die Lebensphase n
genereller,genereller,,,dativ,UNKNOWN,trans.pdf,wissenschaftliche Bibliothek mit genereller Ausrichtung auf die
Genesung,genesung,die,Genesunge,dativ,NOUN,trans.pdf,die Mechanismen die Genesung aus schütten schmerzlindernd
genetisch,genetisch,,,,UNKNOWN,trans.pdf,en die Optimierung genetisch bedingt der Chronotyp
genetische,genetische,,,,UNKNOWN,trans.pdf,spielen scheinen Auch genetische Faktoren oder die
genial,genial,,,,UNKNOWN,trans.pdf,assoziieren scheinbar vertan genial der Denkansatz e
genialer,genialer,,,,UNKNOWN,trans.pdf,Ideen und Entdeckungen genialer Denker die die
genommen,genommen,,,akkusativ,UNKNOWN,trans.pdf,unter die Lupe genommen wird umso mehr
genseitig,genseitig,,,dativ,UNKNOWN,trans.pdf,man sich ge genseitig zu Hause hinterlässt
genug,genug,,,akkusativ,UNKNOWN,trans.pdf,scheint heute groß genug um Kindern ein
genussvoll,genussvoll,,,,UNKNOWN,trans.pdf,Olivenöl im Grunde genussvoll die Vorliebe n
genügend,genügend,,,,UNKNOWN,trans.pdf,erfahren nicht mehr genügend Resonanz Moderatorin Im
gepackt,gepackt,,,,UNKNOWN,trans.pdf,Schichten in Watte gepackt auf wachsen scheitern
geplanten,geplanten,,,dativ,UNKNOWN,trans.pdf,häufiger nicht zur geplanten Uhrzeit schlafen Fast
geprägt,geprägt,,,dativ,UNKNOWN,trans.pdf,Kupfer die Weiterentwicklung geprägt sein von DAT
ger,ger,,,,UNKNOWN,trans.pdf,Wort in wichti ger Sache Unser heutiges
gerade,gerade,,,,UNKNOWN,trans.pdf,Sprenger Es entsteht gerade ein neues Bild
geradezu,geradezu,,,dativ,UNKNOWN,trans.pdf,teren Menschen haben geradezu eine neurotische Fixierung
geraten,geraten,,,,UNKNOWN,trans.pdf,in eine Notlage geraten Wen können Sie
gerechnet,gerechnet,,,dativ,UNKNOWN,trans.pdf,gesagt nicht damit gerechnet dass das funktioniert
gerecht,gerecht,,,dativ,UNKNOWN,trans.pdf,an moderne Mutterschaft gerecht werden zu wollen
geregelt,geregelt,,,dativ,UNKNOWN,trans.pdf,die Dritte gesetzlich geregelt der Rahmen vermitteln
gering,gering,,,akkusativ,UNKNOWN,trans.pdf,dadurch aber keineswegs gering denn es gibt
geringe,geringe,das,geringen,,NOUN,trans.pdf,Verkehr und das geringe kulturelle Angebot trüben
geringen,geringen,,,,UNKNOWN,trans.pdf,Krankheitserreger Angesichts dieser geringen Anzahl ist es
geringer,geringer,,,akkusativ,UNKNOWN,trans.pdf,wie Schlappheit und geringer Leistungsfähigkeit bis hin
geringere,geringere,,,,UNKNOWN,trans.pdf,Beziehungen eine immer geringere Rolle spielen Diese
geringeren,geringeren,,,"akkusativ, dativ",UNKNOWN,trans.pdf,wiederum zu einer geringeren Sichtbarkeit führt Das
German,german,die,Germane,,NOUN,trans.pdf,Endgerät en die German Rückständigkeit ab tun
gern,gern,,,,UNKNOWN,trans.pdf,Heute noch wei gern sich die sogenannten
gerne,gerne,,,dativ,UNKNOWN,trans.pdf,Mitarbeiter die man gerne haben möchte tatsächlich
gerufen,gerufen,,,,UNKNOWN,trans.pdf,Jahren ins Leben gerufen berichtet The Daily
gerät,gerät,,,dativ,UNKNOWN,trans.pdf,Kinder ins Stocken gerät wie es bei
gerätselt,gerätselt,,,,UNKNOWN,trans.pdf,immer wieder darüber gerätselt ob auch Roboter
Geräusch,geräusch,das,Geräusche,,NOUN,trans.pdf,heran tasten das Geräusch zersplitternd die Befriedigung
Gerüst,gerüst,das,Gerüste,dativ,NOUN,trans.pdf,Telearbeit starr das Gerüst der Nine-to-five-Job s
ges,ges,,,"akkusativ, dativ",UNKNOWN,trans.pdf,mit Sicherheit einzigarti ges Museum Letzter Tipp
gesagt,gesagt,,,dativ,UNKNOWN,trans.pdf,Ich hatte ehrlich gesagt nicht damit gerechnet
Gesagte,gesagte,das,Gesagten,,NOUN,trans.pdf,Wiederholung verliert das Gesagte an FaD galrevlaizepS
gesammelt,gesammelt,,,"akkusativ, dativ",UNKNOWN,trans.pdf,Museumschef Roland Albrecht gesammelt und zu denen
Gesamtangebot,gesamtangebot,das,Gesamtangebote,dativ,NOUN,trans.pdf,der Ausgleich das Gesamtangebot e entfallen auf
Gesamtbevölkerung,gesamtbevölkerung,die,Gesamtbevölkerunge,,NOUN,trans.pdf,Medienforschung pluralistisch die Gesamtbevölkerung das Freiheitsrecht e
gesamte,gesamte,die,gesamten,,NOUN,trans.pdf,verwurzelt Über die gesamte Menschheitsgeschichte hinweg wurde
gesamten,gesamten,der,gesamtene,,NOUN,trans.pdf,mehr in der gesamten Gesellschaft etabliert In
Gesamtenergieverbrauch,gesamtenergieverbrauch,der,Gesamtenergieverbrauche,,NOUN,trans.pdf,Werkstatt systematisch der Gesamtenergieverbrauch der Lebensbereich e
Gesamtgesellschaft,gesamtgesellschaft,der,Gesamtgesellschafte,,NOUN,trans.pdf,neues Bild der Gesamtgesellschaft ich nenne es
Gesamtheit,gesamtheit,die,Gesamtheite,,NOUN,trans.pdf,Defizit e die Gesamtheit das Medienangebot e
Gesamtpaket,gesamtpaket,das,Gesamtpakete,akkusativ,NOUN,trans.pdf,das Wohneigentum das Gesamtpaket e das Grundstück
Gesang,gesang,der,Gesange,akkusativ,NOUN,trans.pdf,für heute Der Gesang der Flusskrebse Bestseller-Roman
geschaffen,geschaffen,,,dativ,UNKNOWN,trans.pdf,nach Gottes Bilde geschaffen Moderator Professor Bruns
Geschehnis,geschehnis,das,Geschehnise,,NOUN,trans.pdf,weiteren Sinne das Geschehnis se blicken auf
Geschichte,geschichte,die,Geschichten,akkusativ,NOUN,trans.pdf,Christie erzählt die Geschichte einer Familie für
geschichtliche,geschichtliche,,,,UNKNOWN,trans.pdf,der eurozentrischen Perspektive geschichtliche Aspekte und weltweite
geschickt,geschickt,,,dativ,UNKNOWN,trans.pdf,laufend keimen Hoffnung geschickt geführt nach wie
Geschlechter,geschlechter,der,Geschlechtern,genitiv,NOUN,trans.pdf,paritätische Einbeziehung der Geschlechter auf Während in
Geschmacksstoff,geschmacksstoff,der,Geschmacksstoffe,dativ,NOUN,trans.pdf,Fertigprodukt e der Geschmacksstoff e die Lebensmittelindustrie
geschmückten,geschmückten,,,dativ,UNKNOWN,trans.pdf,mit Fresken prachtvoll geschmückten Kuppel gekrönt zählt
geschoben,geschoben,,,akkusativ,UNKNOWN,trans.pdf,durch die Moose geschoben der Wind allein
geschrieben,geschrieben,,,dativ,UNKNOWN,trans.pdf,gebildeten bürgerlichen Kreisen geschrieben wurden Mit den
geschriebenen,geschriebenen,,,dativ,UNKNOWN,trans.pdf,In seinem mitreißend geschriebenen überzeugenden Buch präsentiert
geschutzt,geschutzt,,,dativ,UNKNOWN,trans.pdf,das Ausleben brachial geschutzt das Übertreten aggressiv
geschweige,geschweige,,,dativ,UNKNOWN,trans.pdf,Ermahnungen zu beschränken geschweige denn sie im
Geschwindigkeit,geschwindigkeit,der,Geschwindigkeite,dativ,NOUN,trans.pdf,einen mit der Geschwindigkeit desjenigen der nun
Geschäftsauflösung,geschäftsauflösung,die,Geschäftsauflösunge,dativ,NOUN,trans.pdf,Hausauflösung en die Geschäftsauflösung en die Kooperation
geschätzt,geschätzt,,,"akkusativ, dativ",UNKNOWN,trans.pdf,Lebensqualiät durchaus gewählt geschätzt verblüffend der die
Geschöpf,geschöpf,ein,Geschöpfe,,NOUN,trans.pdf,Tier als ein Geschöpf Gottes ist aber
gesehen,gesehen,,,akkusativ,UNKNOWN,trans.pdf,Schmerzzentrum Schmerzzentren evolutionär gesehen drohen DAT sich
Gesell,gesell,eine,Geselle,akkusativ,NOUN,trans.pdf,verbunden was eine Gesell schaft für wichtig
Geselligkeit,geselligkeit,die,Geselligkeite,,NOUN,trans.pdf,Kampagne n die Geselligkeit sich engagieren der
gesellschaftlich,gesellschaftlich,,,,UNKNOWN,trans.pdf,Adel die Verteilung gesellschaftlich gottgegeben die Macht
gesellschaftliche,gesellschaftliche,eine,gesellschaftlichen,,NOUN,trans.pdf,ist da eine gesellschaftliche Analyse und Debatte
gesellschaftlichen,gesellschaftlichen,die,gesellschaftlichene,,NOUN,trans.pdf,anspricht beschreibt die gesellschaftlichen Einflüsse auf die
gesellschaftlicher,gesellschaftlicher,,,,UNKNOWN,trans.pdf,so dass infolge gesellschaftlicher Erwartungen Frauen und
gesellschaftliches,gesellschaftliches,ein,gesellschaftlichese,,NOUN,trans.pdf,aber auch ein gesellschaftliches Problem Die Alten
Gesellschaftsschicht,gesellschaftsschicht,die,Gesellschaftsschichte,,NOUN,trans.pdf,Historikerin nen die Gesellschaftsschicht en das Rudel
Gesetz,gesetz,dem,Gesetze,"akkusativ, dativ",NOUN,trans.pdf,Gesetzen aus dem Gesetz gegen den unlauteren
gesetzlich,gesetzlich,,,,UNKNOWN,trans.pdf,der die Dritte gesetzlich geregelt der Rahmen
gesetzt,gesetzt,,,dativ,UNKNOWN,trans.pdf,heute unter Druck gesetzt mit der jungen
Gesicht,gesicht,das,Gesichte,,NOUN,trans.pdf,Kraft die das Gesicht der Erde verändert
gespeichert,gespeichert,,,dativ,UNKNOWN,trans.pdf,Informationen angeeignet dann gespeichert und bei Bedarf
gespeicherten,gespeicherten,,,"akkusativ, dativ",UNKNOWN,trans.pdf,kontinuierlichen Umformung von gespeicherten Informationen und so
gespielt,gespielt,,,dativ,UNKNOWN,trans.pdf,wird mit Erwartungseffekten gespielt Sie müssen nur
